Language	Question	SPARQL
en	How much feedback do stories usually get?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT AVG(?kudos) AS ?average_number_of_kudos AVG(?comments) AS ?average_number_of_comments
WHERE {
?story golem:numberOfKudos ?kudos .
?story golem:numberOfComments ?comments .
}"
en	How much feedback do stories usually receive?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT AVG(?kudos) AS ?average_number_of_kudos AVG(?comments) AS ?average_number_of_comments
WHERE {
?story golem:numberOfKudos ?kudos .
?story golem:numberOfComments ?comments .
}"
en	What proportion of feedback do stories typically get?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT AVG(?kudos) AS ?average_number_of_kudos AVG(?comments) AS ?average_number_of_comments
WHERE {
?story golem:numberOfKudos ?kudos .
?story golem:numberOfComments ?comments .
}"
es	Muéstrame historias del fandom 老师（06）	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""老师（06）"" .
?story golem:title ?title .
}"
es	? Muestrame las historias del fandom?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""老师（06）"" .
?story golem:title ?title .
}"
es	? ¿Muéstrate mis historias del fandom?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""老师（06）"" .
?story golem:title ?title .
}"
es	? Muestreme las historias del fandom de λατρο (06).	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""老师（06）"" .
?story golem:title ?title .
}"
es	Muéstrame historias del fandom Led Zeppelin	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Led Zeppelin"" .
?story golem:title ?title .
}"
es	Cuéntame las Historias del Fandom de Led Zeppelin.  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Led Zeppelin"" .
?story golem:title ?title .
}"
es	Muestra las Historias del Fandom de Led Zeppelin.  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Led Zeppelin"" .
?story golem:title ?title .
}"
es	Detámelas las Historias del Fandom de Led Zeppelin.  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Led Zeppelin"" .
?story golem:title ?title .
}"
es	Cega las Historias del Fandom de Led Zeppelin.	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Led Zeppelin"" .
?story golem:title ?title .
}"
es	Muéstrame historias del fandom Xuan-Yuan Sword (Video Games)	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Xuan-Yuan Sword (Video Games)"" .
?story golem:title ?title .
}"
es	Muéstrame historias del fandom 百合 灵异 美少女战士	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""百合 灵异 美少女战士"" .
?story golem:title ?title .
}"
es	¡Muestrame historias del fandom 灾 anomaly 百合 美少女战士!  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""百合 灵异 美少女战士"" .
?story golem:title ?title .
}"
es	Muéstrame historias del fandom 年轻的教宗	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""年轻的教宗"" .
?story golem:title ?title .
}"
es	Muéstrame historias del fandom Inumaki Toge/Original Character(s) - Fandom	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Inumaki Toge/Original Character(s) - Fandom"" .
?story golem:title ?title .
}"
es	Muéstrame historias del fandom de Inumaki Toge/Original Character(s).  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Inumaki Toge/Original Character(s) - Fandom"" .
?story golem:title ?title .
}"
es	Muestra las historias del fandom de Inumaki Toge/Original Characters.  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Inumaki Toge/Original Character(s) - Fandom"" .
?story golem:title ?title .
}"
es	¿Revela las historias del fandom de Inumaki Toge/Original Character(s)?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Inumaki Toge/Original Character(s) - Fandom"" .
?story golem:title ?title .
}"
es	Muéstrame las historias del fandom de Inumaki Toge/Original Characters.	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Inumaki Toge/Original Character(s) - Fandom"" .
?story golem:title ?title .
}"
es	Muéstrame historias del fandom Go Princess Go	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Go Princess Go"" .
?story golem:title ?title .
}"
es	Muestra historians de fan de Go Princess Go por favor.  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Go Princess Go"" .
?story golem:title ?title .
}"
es	Muéstrame historia fans de Go Princess Go, por favor.  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Go Princess Go"" .
?story golem:title ?title .
}"
es	Por favor, muestre a mi histoire fans de Go Princess Go.  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Go Princess Go"" .
?story golem:title ?title .
}"
es	Muéstrame historias del fandom 方子一 - Fandom	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""方子一 - Fandom"" .
?story golem:title ?title .
}"
es	Muéstrame historias del fandom Hóng Huāng Lì - zhttty	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:fandom ""Hóng Huāng Lì - zhttty"" .
?story golem:title ?title .
}"
es	¿Está completada la historia Powerful & Pure?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Powerful & Pure"" .
?story golem:publicationStatus ?status .
}"
es	¿Está completada la historia Snape Watches the Puppy Bowl?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Snape Watches the Puppy Bowl"" .
?story golem:publicationStatus ?status .
}"
es	¿Has terminado la historia de Snape y el Pupile?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Snape Watches the Puppy Bowl"" .
?story golem:publicationStatus ?status .
}"
es	¿El álbum de Snape Watches the Puppy Bowl está completado?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Snape Watches the Puppy Bowl"" .
?story golem:publicationStatus ?status .
}"
es	"¿Has concluido la graba de ""Snape Watches the Puppy Bowl""?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Snape Watches the Puppy Bowl"" .
?story golem:publicationStatus ?status .
}"
es	"¿La graba de ""Snape Watches the Puppy Bowl"" está termine?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Snape Watches the Puppy Bowl"" .
?story golem:publicationStatus ?status .
}"
es	¿Has finalizado la graba de Snape y el Pupile?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Snape Watches the Puppy Bowl"" .
?story golem:publicationStatus ?status .
}"
es	¿Está completada la historia A Small Steep Valley?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""A Small Steep Valley"" .
?story golem:publicationStatus ?status .
}"
es	¿Está terminada la historia A Small Steep Valley?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""A Small Steep Valley"" .
?story golem:publicationStatus ?status .
}"
es	¿La historia de A Small Steep Valley está finalizada?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""A Small Steep Valley"" .
?story golem:publicationStatus ?status .
}"
es	¿Has el cuento de A Small Steep Valley sido terminado?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""A Small Steep Valley"" .
?story golem:publicationStatus ?status .
}"
es	¿Está completada la historia No Hero?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""No Hero"" .
?story golem:publicationStatus ?status .
}"
es	¿Está completada la historia Harry Potter and the Sorcerer's Sweet Ass Ride?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Harry Potter and the Sorcerer's Sweet Ass Ride"" .
?story golem:publicationStatus ?status .
}"
es	¿Está completada la historia Bae-watch?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Bae-watch"" .
?story golem:publicationStatus ?status .
}"
es	¿Está terminada la Bae-watching?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Bae-watch"" .
?story golem:publicationStatus ?status .
}"
es	¿ ha terminado el Bae-watching?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Bae-watch"" .
?story golem:publicationStatus ?status .
}"
es	¿Está cerrada la Bae-watching?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Bae-watch"" .
?story golem:publicationStatus ?status .
}"
es	¿Ha terminado la Bae watching?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Bae-watch"" .
?story golem:publicationStatus ?status .
}"
es	¿Está completada la historia Encounter?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Encounter"" .
?story golem:publicationStatus ?status .
}"
es	¿Cuál es el estado actual de la historia Encounter?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""Encounter"" .
?story golem:publicationStatus ?status .
}"
es	¿Está completada la historia I will carry you, always?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""I will carry you, always"" .
?story golem:publicationStatus ?status .
}"
es	"¿Estás terminada la historia ""I will carry you, always""?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""I will carry you, always"" .
?story golem:publicationStatus ?status .
}"
es	"¿La historia ""I will carry you, always"" está completa?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?status
WHERE { 
?story golem:title ""I will carry you, always"" .
?story golem:publicationStatus ?status .
}"
es	¿Cuándo se publicó Non-Existent Meetings?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Non-Existent Meetings"" .
?story golem:datePublished ?date .
}"
es	¿Cuándo se publicó Still Don't Fit?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Still Don't Fit"" .
?story golem:datePublished ?date .
}"
es	Fue estrenado Still Don't Fit en qué año?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Still Don't Fit"" .
?story golem:datePublished ?date .
}"
es	¿En qué año ocurrió la estreno de Still Don't Fit?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Still Don't Fit"" .
?story golem:datePublished ?date .
}"
es	¿Cuándo fue publicado Still Don't Fit?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Still Don't Fit"" .
?story golem:datePublished ?date .
}"
es	Still Don't Fit fue estrenado en qué año?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Still Don't Fit"" .
?story golem:datePublished ?date .
}"
es	¿En qué año se estrenó Still Don't Fit?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Still Don't Fit"" .
?story golem:datePublished ?date .
}"
es	¿Cuándo se publicó Sugar and Smoke Rings?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Sugar and Smoke Rings"" .
?story golem:datePublished ?date .
}"
es	¿Cuándo fue publicado Sugar y la Puminga?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Sugar and Smoke Rings"" .
?story golem:datePublished ?date .
}"
es	¿Qué año se publicó Sugar and Smoke Rings?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Sugar and Smoke Rings"" .
?story golem:datePublished ?date .
}"
es	¿En qué año ocurrió el lanzamiento de Sugar and Smoke Rings?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Sugar and Smoke Rings"" .
?story golem:datePublished ?date .
}"
es	¿Cuándo se publicó Under Water?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Under Water"" .
?story golem:datePublished ?date .
}"
es	¿Cuándo se publicó Under the Sea?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Under Water"" .
?story golem:datePublished ?date .
}"
es	¿Cuando ocurrió la publicación de Under Water?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Under Water"" .
?story golem:datePublished ?date .
}"
es	¿Qué fecha hubo para Underwater?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Under Water"" .
?story golem:datePublished ?date .
}"
es	¿En qué momento fue publicado Under the Sea?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Under Water"" .
?story golem:datePublished ?date .
}"
es	¿Cuándo se publicó Hold Me One More Time?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Hold Me One More Time"" .
?story golem:datePublished ?date .
}"
es	¿En qué momento se publicó T Tucker Into el Cielo de la Noche?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Tucked Into the Night Sky"" .
?story golem:datePublished ?date .
}"
es	¿Cuándo ocurrió el lanzamiento de T Tucker Into el Cielo de la Noche?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Tucked Into the Night Sky"" .
?story golem:datePublished ?date .
}"
es	¿Cuándo se publicó The Things We Do?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""The Things We Do"" .
?story golem:datePublished ?date .
}"
es	¿Qué fecha de publicación tuvo The Things We Do?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""The Things We Do"" .
?story golem:datePublished ?date .
}"
es	¿Cuál fue la fecha en que se publicó The Things We Do?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""The Things We Do"" .
?story golem:datePublished ?date .
}"
es	¿En qué momento se publicó The Things We Do?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""The Things We Do"" .
?story golem:datePublished ?date .
}"
es	¿Quando se realizó la publicación de The Things We Do?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""The Things We Do"" .
?story golem:datePublished ?date .
}"
es	¿Cuáles son las palabras clave de You already have the bloody prince?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""You already have the bloody prince"" .
?story golem:keyword ?keyword .
}"
es	¿Qué términos importantes se encuentran en You already have the bloody prince?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""You already have the bloody prince"" .
?story golem:keyword ?keyword .
}"
es	¿Cuáles son las palabras clave que contiene You already have the bloody prince?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""You already have the bloody prince"" .
?story golem:keyword ?keyword .
}"
es	¿Qué vocablos esenciales se encuentran en You already have the bloody prince?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""You already have the bloody prince"" .
?story golem:keyword ?keyword .
}"
es	¿Qué palabras clave tiene Never Have I Ever...?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Never Have I Ever..."" .
?story golem:keyword ?keyword .
}"
es	¿Cuáles son las palabras clave de *Never Have I Ever*?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Never Have I Ever..."" .
?story golem:keyword ?keyword .
}"
es	¿Qué elementos esencialesextrae la historia de *Never Have I Ever*?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Never Have I Ever..."" .
?story golem:keyword ?keyword .
}"
es	¿Cuáles son los términos más relevantes de *Never Have I Ever*?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Never Have I Ever..."" .
?story golem:keyword ?keyword .
}"
es	¿Qué conceptos principales trae *Never Have IEver*?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Never Have I Ever..."" .
?story golem:keyword ?keyword .
}"
es	¿Cuáles son los puntos clave que ilustra *Never Have I Ever*?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Never Have I Ever..."" .
?story golem:keyword ?keyword .
}"
es	¿Qué palabras clave tiene Best Man?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Best Man"" .
?story golem:keyword ?keyword .
}"
es	¿Cuáles son los términos más importantes de Best Man?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT  (GROUP_CONCAT(DISTINCT ?keyword; separator="", "") AS ?keywords )
WHERE { 
?story golem:title ""Best Man"" .
?story golem:keyword ?keyword .
}"
