Language	Question	SPARQL
en	How many Humour - Fandom stories are there?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?story) as ?uploads) WHERE { ?story golem:fandom ""Humour - Fandom"" . }"
en	How many 开嘎 stories are there?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?story) as ?uploads) WHERE { ?story golem:fandom ""开嘎"" . }"
en	How many GetBackers stories are there?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?story) as ?uploads) WHERE { ?story golem:fandom ""GetBackers"" . }"
en	How many 蛇鹰 stories are there?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?story) as ?uploads) WHERE { ?story golem:fandom ""蛇鹰"" . }"
en	How many Wuhu Couple stories are there?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?story) as ?uploads) WHERE { ?story golem:fandom ""Wuhu Couple"" . }"
en	How many Tartaglia - Fandom stories are there?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?story) as ?uploads) WHERE { ?story golem:fandom ""Tartaglia - Fandom"" . }"
en	How many Kudos do 不灭钻石 stories get on average?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?kudos) AS ?average_number_of_kudos WHERE { ?story golem:fandom ""不灭钻石"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos do 坤林 - Fandom stories get on average?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?kudos) AS ?average_number_of_kudos WHERE { ?story golem:fandom ""坤林 - Fandom"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos do 封神演义 - 许仲琳 & 陸西星 stories get on average?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?kudos) AS ?average_number_of_kudos WHERE { ?story golem:fandom ""封神演义 - 许仲琳 & 陸西星"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos do 拆彈專家 stories get on average?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?kudos) AS ?average_number_of_kudos WHERE { ?story golem:fandom ""拆彈專家"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos do Right Or Wrong - Fandom stories get on average?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?kudos) AS ?average_number_of_kudos WHERE { ?story golem:fandom ""Right Or Wrong - Fandom"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos do Digimon Adventure Zero Two stories get on average?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?kudos) AS ?average_number_of_kudos WHERE { ?story golem:fandom ""Digimon Adventure Zero Two"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos do Mr.Vampire (1985) stories get on average?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?kudos) AS ?average_number_of_kudos WHERE { ?story golem:fandom ""Mr.Vampire (1985)"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos do ジョジョの奇妙な冒険/JoJo no kimyou na bouken/JOJO's Bizarre Adventure stories get on average?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?kudos) AS ?average_number_of_kudos WHERE { ?story golem:fandom ""ジョジョの奇妙な冒険/JoJo no kimyou na bouken/JOJO's Bizarre Adventure"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos do Virgin Territory (2007) stories get on average?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?kudos) AS ?average_number_of_kudos WHERE { ?story golem:fandom ""Virgin Territory (2007)"" . ?story golem:numberOfKudos ?kudos . }"
en	How many Kudos do Evak - Fandom stories get on average?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?kudos) AS ?average_number_of_kudos WHERE { ?story golem:fandom ""Evak - Fandom"" . ?story golem:numberOfKudos ?kudos . }"
en	How many authors have uploaded a story?	prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?author) as ?uploads) WHERE { ?story golem:author ?author . }
en	How many stories have received no feedback?	prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(?story) as ?no_feedback_stories WHERE { ?story golem:numberOfComments ?comments . ?story golem:numberOfKudos ?kudos . FILTER(?comments=0 && ?kudos=0) }
en	Who wrote Fancy Meeting You Here?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Fancy Meeting You Here"" . ?story golem:author ?author . }"
en	Who wrote Luna and the Milkshakes?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Luna and the Milkshakes"" . ?story golem:author ?author . }"
en	Who wrote The Misadventures of a Muggleborn Maid?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""The Misadventures of a Muggleborn Maid"" . ?story golem:author ?author . }"
en	Who wrote Big Time Wizards?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Big Time Wizards"" . ?story golem:author ?author . }"
en	Who wrote Harry Potter and the Rose's Thorns?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Harry Potter and the Rose's Thorns"" . ?story golem:author ?author . }"
en	Who wrote Hold My Hand?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Hold My Hand"" . ?story golem:author ?author . }"
en	Who wrote The Sultan's Slave?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""The Sultan's Slave"" . ?story golem:author ?author . }"
en	Who wrote A Simple Twist?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""A Simple Twist"" . ?story golem:author ?author . }"
en	Who wrote The Wheezes of Christmas Present?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""The Wheezes of Christmas Present"" . ?story golem:author ?author . }"
en	Who wrote Anatomy of The Haunted?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?author WHERE {  ?story golem:title ""Anatomy of The Haunted"" . ?story golem:author ?author . }"
en	Show me summaries of Mr. Nobody (TV) stories	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?summary WHERE {  ?story golem:fandom ""Mr. Nobody (TV)"" . ?story golem:summary ?summary . }"
en	Show me summaries of Pupa stories	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?summary WHERE {  ?story golem:fandom ""Pupa"" . ?story golem:summary ?summary . }"
en	Show me summaries of 报告老板！ stories	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?summary WHERE {  ?story golem:fandom ""报告老板！"" . ?story golem:summary ?summary . }"
en	Show me summaries of New Blood (TV) stories	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?summary WHERE {  ?story golem:fandom ""New Blood (TV)"" . ?story golem:summary ?summary . }"
en	Show me summaries of 花与梦 stories	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?summary WHERE {  ?story golem:fandom ""花与梦"" . ?story golem:summary ?summary . }"
en	Show me summaries of 忧郁的物怪庵 stories	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?summary WHERE {  ?story golem:fandom ""忧郁的物怪庵"" . ?story golem:summary ?summary . }"
en	Show me summaries of 短裤里的诗歌 stories	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?summary WHERE {  ?story golem:fandom ""短裤里的诗歌"" . ?story golem:summary ?summary . }"
en	Show me summaries of DC vs. Vampires stories	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?summary WHERE {  ?story golem:fandom ""DC vs. Vampires"" . ?story golem:summary ?summary . }"
en	Show me summaries of stony - Fandom stories	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?summary WHERE {  ?story golem:fandom ""stony - Fandom"" . ?story golem:summary ?summary . }"
en	Show me summaries of Il Volo stories	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?summary WHERE {  ?story golem:fandom ""Il Volo"" . ?story golem:summary ?summary . }"
en	What is the average word count?	prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (AVG(?words) as ?avg_words) WHERE { ?story golem:numberOfWords ?words . }
en	How many stories are tagged as fire slugs?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(DISTINCT ?story) as ?stories WHERE { ?story golem:keyword ""fire slugs"" . }"
en	How many stories are tagged as Dark-ish?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(DISTINCT ?story) as ?stories WHERE { ?story golem:keyword ""Dark-ish"" . }"
en	How many stories are tagged as Swimmer Harry Potter?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(DISTINCT ?story) as ?stories WHERE { ?story golem:keyword ""Swimmer Harry Potter"" . }"
en	How many stories are tagged as Dark Remus Lupin?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(DISTINCT ?story) as ?stories WHERE { ?story golem:keyword ""Dark Remus Lupin"" . }"
en	How many stories are tagged as maybe bestiality??	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(DISTINCT ?story) as ?stories WHERE { ?story golem:keyword ""maybe bestiality?"" . }"
en	How many stories are tagged as theyre soooo cute in this one omg?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(DISTINCT ?story) as ?stories WHERE { ?story golem:keyword ""theyre soooo cute in this one omg"" . }"
en	How many stories are tagged as criminal minds preferences?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(DISTINCT ?story) as ?stories WHERE { ?story golem:keyword ""criminal minds preferences"" . }"
en	How many stories are tagged as NaNoWriMo?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(DISTINCT ?story) as ?stories WHERE { ?story golem:keyword ""NaNoWriMo"" . }"
en	How many stories are tagged as Crying During Sex?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(DISTINCT ?story) as ?stories WHERE { ?story golem:keyword ""Crying During Sex"" . }"
en	How many stories are tagged as Spell cast to help populate the wizarding world?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(DISTINCT ?story) as ?stories WHERE { ?story golem:keyword ""Spell cast to help populate the wizarding world"" . }"
en	How many authors are represented in the data?	prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT (COUNT(DISTINCT ?author) as ?authors) WHERE { ?story golem:author ?author . }
en	How many stories are there on Archive of Our Own?	prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(DISTINCT ?story) as ?stories WHERE { ?story golem:story_id ?id }
en	What is the average number of comments for stories from The Professionals (TV 2020)?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?comments) AS ?avg_number_of_comments WHERE { ?story golem:fandom ""The Professionals (TV 2020)"" . ?story golem:numberOfComments ?comments . }"
en	What is the average number of comments for stories from #Original Characters - Freeform?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?comments) AS ?avg_number_of_comments WHERE { ?story golem:fandom ""#Original Characters - Freeform"" . ?story golem:numberOfComments ?comments . }"
en	What is the average number of comments for stories from 易朔?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?comments) AS ?avg_number_of_comments WHERE { ?story golem:fandom ""易朔"" . ?story golem:numberOfComments ?comments . }"
en	What is the average number of comments for stories from 并不想打tag?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?comments) AS ?avg_number_of_comments WHERE { ?story golem:fandom ""并不想打tag"" . ?story golem:numberOfComments ?comments . }"
en	What is the average number of comments for stories from Glory of the Special Forces (TV)?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?comments) AS ?avg_number_of_comments WHERE { ?story golem:fandom ""Glory of the Special Forces (TV)"" . ?story golem:numberOfComments ?comments . }"
en	What is the average number of comments for stories from DS - Fandom?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?comments) AS ?avg_number_of_comments WHERE { ?story golem:fandom ""DS - Fandom"" . ?story golem:numberOfComments ?comments . }"
en	What is the average number of comments for stories from Carlos Rey Emperador (TV)?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?comments) AS ?avg_number_of_comments WHERE { ?story golem:fandom ""Carlos Rey Emperador (TV)"" . ?story golem:numberOfComments ?comments . }"
en	What is the average number of comments for stories from 长安三怪探?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?comments) AS ?avg_number_of_comments WHERE { ?story golem:fandom ""长安三怪探"" . ?story golem:numberOfComments ?comments . }"
en	What is the average number of comments for stories from IdentityV第五人格?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?comments) AS ?avg_number_of_comments WHERE { ?story golem:fandom ""IdentityV第五人格"" . ?story golem:numberOfComments ?comments . }"
en	What is the average number of comments for stories from 宣娜 - Fandom?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?comments) AS ?avg_number_of_comments WHERE { ?story golem:fandom ""宣娜 - Fandom"" . ?story golem:numberOfComments ?comments . }"
en	How many stories are tagged as explicit?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT COUNT(?story) as ?explicit_stories WHERE { ?story golem:rating ""Explicit"" . }"
en	How much feedback do stories usually get?	prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT AVG(?kudos) AS ?average_number_of_kudos AVG(?comments) AS ?average_number_of_comments WHERE { ?story golem:numberOfKudos ?kudos . ?story golem:numberOfComments ?comments . }
es	Muéstrame historias del fandom 老师（06）	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:fandom ""老师（06）"" . ?story golem:title ?title . }"
es	Muéstrame historias del fandom Led Zeppelin	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:fandom ""Led Zeppelin"" . ?story golem:title ?title . }"
es	Muéstrame historias del fandom Like Shooting Stars In The Twilight	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:fandom ""Like Shooting Stars In The Twilight"" . ?story golem:title ?title . }"
es	Muéstrame historias del fandom Xuan-Yuan Sword (Video Games)	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:fandom ""Xuan-Yuan Sword (Video Games)"" . ?story golem:title ?title . }"
es	Muéstrame historias del fandom 百合 灵异 美少女战士	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:fandom ""百合 灵异 美少女战士"" . ?story golem:title ?title . }"
es	Muéstrame historias del fandom 年轻的教宗	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:fandom ""年轻的教宗"" . ?story golem:title ?title . }"
es	Muéstrame historias del fandom Inumaki Toge/Original Character(s) - Fandom	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:fandom ""Inumaki Toge/Original Character(s) - Fandom"" . ?story golem:title ?title . }"
es	Muéstrame historias del fandom Go Princess Go	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:fandom ""Go Princess Go"" . ?story golem:title ?title . }"
es	Muéstrame historias del fandom 方子一 - Fandom	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:fandom ""方子一 - Fandom"" . ?story golem:title ?title . }"
es	Muéstrame historias del fandom Hóng Huāng Lì - zhttty	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title WHERE {  ?story golem:fandom ""Hóng Huāng Lì - zhttty"" . ?story golem:title ?title . }"
es	Muéstrame historias del universo 2.5次元	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title  WHERE {  ?story golem:fandom ""2.5次元"" . ?story golem:title ?title . }"
es	Muéstrame historias del universo porduce 101 japan	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title  WHERE {  ?story golem:fandom ""porduce 101 japan"" . ?story golem:title ?title . }"
es	Muéstrame historias del universo 贩罪 - 三天两觉	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title  WHERE {  ?story golem:fandom ""贩罪 - 三天两觉"" . ?story golem:title ?title . }"
es	Muéstrame historias del universo Chris Evans-Fandom	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title  WHERE {  ?story golem:fandom ""Chris Evans-Fandom"" . ?story golem:title ?title . }"
es	Muéstrame historias del universo 青蓝 - Fandom	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title  WHERE {  ?story golem:fandom ""青蓝 - Fandom"" . ?story golem:title ?title . }"
es	Muéstrame historias del universo 肉-fandom	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title  WHERE {  ?story golem:fandom ""肉-fandom"" . ?story golem:title ?title . }"
es	Muéstrame historias del universo 天堂2 OL	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title  WHERE {  ?story golem:fandom ""天堂2 OL"" . ?story golem:title ?title . }"
es	Muéstrame historias del universo Mole's World (Video Game)	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title  WHERE {  ?story golem:fandom ""Mole's World (Video Game)"" . ?story golem:title ?title . }"
es	Muéstrame historias del universo Persischstunden (2020)	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title  WHERE {  ?story golem:fandom ""Persischstunden (2020)"" . ?story golem:title ?title . }"
es	Muéstrame historias del universo We Are 1 (Dance Group)	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?title  WHERE {  ?story golem:fandom ""We Are 1 (Dance Group)"" . ?story golem:title ?title . }"
es	¿Está completada la historia Powerful & Pure?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?status WHERE {  ?story golem:title ""Powerful & Pure"" . ?story golem:publicationStatus ?status . }"
es	¿Está completada la historia Snape Watches the Puppy Bowl?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?status WHERE {  ?story golem:title ""Snape Watches the Puppy Bowl"" . ?story golem:publicationStatus ?status . }"
es	¿Está completada la historia A Small Steep Valley?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?status WHERE {  ?story golem:title ""A Small Steep Valley"" . ?story golem:publicationStatus ?status . }"
es	¿Está completada la historia No Hero?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?status WHERE {  ?story golem:title ""No Hero"" . ?story golem:publicationStatus ?status . }"
es	¿Está completada la historia Family, mental breakdowns and strawberry cake?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?status WHERE {  ?story golem:title ""Family, mental breakdowns and strawberry cake"" . ?story golem:publicationStatus ?status . }"
es	¿Está completada la historia Harry Potter and the Sorcerer's Sweet Ass Ride?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?status WHERE {  ?story golem:title ""Harry Potter and the Sorcerer's Sweet Ass Ride"" . ?story golem:publicationStatus ?status . }"
es	¿Está completada la historia Bae-watch?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?status WHERE {  ?story golem:title ""Bae-watch"" . ?story golem:publicationStatus ?status . }"
es	¿Está completada la historia Encounter?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?status WHERE {  ?story golem:title ""Encounter"" . ?story golem:publicationStatus ?status . }"
es	¿Está completada la historia I will carry you, always?	"prefix golem: <https://golemlab.eu/graph/>  prefix dc: <http://purl.org/dc/terms/> prefix gc: <https://ontology.golemlab.eu/>  SELECT DISTINCT ?status WHERE {  ?story golem:title ""I will carry you, always"" . ?story golem:publicationStatus ?status . }"
